1.🇨🇳｜央视,#genre#
CCTV5,http://117.148.179.165/PLTV/88888888/224/3221231702/index.m3u8
精品體育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
咪咕視頻,http://39.134.65.162/PLTV/88888888/224/3221225611/index.m3u8
冬奥纪实,http://117.148.179.157/PLTV/88888888/224/3221233356/index.m3u8
冬奥纪实4K,http://117.148.179.157/PLTV/88888888/224/3221233419/index.m3u8
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
超级體育,http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
Newstv完美游戏[1920*1080],http://183.207.249.16/PLTV/3/224/3221225539/index.m3u8
籃球2,http://txtest-xp2p.p2p.huya.com/1099531627800-1099531627800-85899448999215104-2199063379056-10057-A-0-1.xs
籃球3,http://txtest-xp2p.p2p.huya.com/1859752418-1859752418-7987575813966921728-3719628292-10057-A-0-1.xs
籃球5,http://txtest-xp2p.p2p.huya.com/1099531739898-1099531739898-86380906243162112-2199063603252-10057-A-0-1.xs
籃球7,http://txtest-xp2p.p2p.huya.com/1099531739953-1099531739953-86381142466363392-2199063603362-10057-A-0-1.xs
籃球8,http://txtest-xp2p.p2p.huya.com/1099531739788-1099531739788-86380433796759552-2199063603032-10057-A-0-1.xs
街波王子,http://txtest-xp2p.p2p.huya.com/1099531739790-1099531739790-86380442386694144-2199063603036-10057-A-0-1.xs
斯諾克,http://txtest-xp2p.p2p.huya.com/1099531627777-1099531627777-85899350214967296-2199063379010-10057-A-0-1.xs
WWE,http://txtest-xp2p.p2p.huya.com/1099531627799-1099531627799-85899444704247808-2199063379054-10057-A-0-1.xs
MASFIGHT[640*360],http://txtest-xp2p.p2p.huya.com/1099531739833-1099531739833-86380627070287872-2199063603122-10057-A-0-1.xs
皮划艇,http://txtest-xp2p.p2p.huya.com/1099531728523-1099531728523-86332050990170112-2199063580502-10057-A-0-1.xs
賽車,http://txtest-xp2p.p2p.huya.com/1447756351-1447756351-6218066180121296896-2895636158-10057-A-0-1.xs
摩托車,http://txtest-xp2p.p2p.huya.com/1099531728928-1099531728928-86333790451924992-2199063581312-10057-A-0-1.xs
體育賽場,http://txtest-xp2p.p2p.huya.com/1099531627962-1099531627962-85900144783917056-2199063379380-10057-A-0-1.xs
第一賽場,http://txtest-xp2p.p2p.huya.com/1099531739778-1099531739778-86380390847086592-2199063603012-10057-A-0-1.xs
足球,http://txtest-xp2p.p2p.huya.com/1099531728511-1099531728511-86331999450562560-2199063580478-10057-A-0-1.xs
歐足2,http://txtest-xp2p.p2p.huya.com/1099531740188-1099531740188-86382151783677952-2199063603832-10057-A-0-1.xs
足球1,http://txtest-xp2p.p2p.huya.com/1099531739787-1099531739787-86380429501792256-2199063603030-10057-A-0-1.xs
足球2,http://txtest-xp2p.p2p.huya.com/1099531728837-1099531728837-86333399609901056-2199063581130-10057-A-0-1.xs
足球3,http://txtest-xp2p.p2p.huya.com/1099531728827-1099531728827-86333356660228096-2199063581110-10057-A-0-1.xs
足球7,http://txtest-xp2p.p2p.huya.com/1199525662714-1199525662714-5281895504391700480-2399051448884-10057-A-0-1.xs
1場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580964-10057-A-0-1.xs
2場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580966-10057-A-0-1.xs
3場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580968-10057-A-0-1.xs
4場,http://txtest-xp2p.p2p.huya.com/0-0-0-2199063580970-10057-A-0-1.xs
雲賽場,http://txtest-xp2p.p2p.huya.com/1099531627815-1099531627815-85899513423724544-2199063379086-10057-A-0-1.xs
斯諾克2,http://txtest-xp2p.p2p.huya.com/1099531739995-1099531739995-86381322854989824-2199063603446-10057-A-0-1.xs
丁俊暉,http://txtest-xp2p.p2p.huya.com/1447756352-1447756352-6218066184416264192-2895636160-10057-A-0-1.xs
奧沙利文,http://txtest-xp2p.p2p.huya.com/1099531627956-1099531627956-85900119014113280-2199063379368-10057-A-0-1.xs
特魯姆普,http://txtest-xp2p.p2p.huya.com/1099531627782-1099531627782-85899371689803776-2199063379020-10057-A-0-1.xs
羅伯遜,http://txtest-xp2p.p2p.huya.com/1099531627945-1099531627945-85900071769473024-2199063379346-10057-A-0-1.xs

18.👫｜健身,#genre#
中老年串烧健身操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c45rttjc77udta5dvu00&ratio=720p&line=0
经络拍打操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c35t8nbc77u55ihupkog&ratio=720p&line=0
拍拍操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c30kjcls0qj6vp1d382g&ratio=720p&line=0
拍打操完整版,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f930000c0soqqf3hm76ud64r57g&ratio=720p&line=0
烟雨人间,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c5gmmkrc77u2004p1gjg&ratio=720p&line=0
别知己,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300ff50000bvg3793ar1psfbavtc4g&ratio=720p&line=0
踏浪,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f8d0000bs2q0hu9hhglenjnqs3g&ratio=720p&line=0
你莫走,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f4a0000bsn6tji5lp9jpvpvhktg&ratio=720p&line=0
刘畊宏热身运动,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9oc1fbc77ua9etrl5jg&ratio=720p&line=0,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9mhl6bc77uadapafh1g&ratio=720p&line=0
刘畊宏拉伸运动,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9mhl6bc77uadapafh1g&ratio=720p&line=0
刘畊宏手臂燃脂操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9ob6nrc77u2f4624og0&ratio=720p&line=0
刘畊宏腿部燃脂,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9oc42jc77u47aubmvcg&ratio=720p&line=0
刘畊宏欢乐完整毽子操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9obtp3c77ub1rhbisng&ratio=720p&line=0
刘畊宏阳光宅男毽子操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9oauijc77u5p5f0jd90&ratio=720p&line=0
暴汗龙拳毽,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c9gut8jc77ubd80jgue0&ratio=720p&line=0
公公偏头痛不驼背,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c9frj53c77ubd87d2srg&ratio=720p&line=0
周大侠拳击健身操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9lk2rjc77u8aee7e6fg&ratio=720p&line=0
草原抖肩操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9pa7hbc77u4hhksos6g&ratio=720p&line=0
牛仔很忙甩手操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c9p42sbc77ucrcuriocg&ratio=720p&line=0
摇摆扭扭瘦全身,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9obuorc77u4lnv0q4qg&ratio=720p&line=0
养生迪斯科,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9p4qijc77u58a71kib0&ratio=720p&line=0
酒醉的蝴蝶,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fdd0000bvg38vh118ajc451nqe0&ratio=720p&line=0
可可托海牧羊人,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c5rs85jc77uf30hnp6eg&ratio=720p&line=0
16分钟广场舞,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c5p8qdbc77uat7rec09g&ratio=720p&line=0
肩颈健身操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c59du7rc77u0irv8pkf0&ratio=720p&line=0
饭后消食健身操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c4ovj4jc77ucpcnp8nig&ratio=720p&line=0
腰腹部减肥餐,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c436ip3c77u4a4hnf38g&ratio=720p&line=0
中老年三高健身操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c2b59vbc77uemnrq0tbg&ratio=720p&line=0
寒湿排毒操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c295vj3c77ueik354gsg&ratio=720p&line=0
有氧运动30分钟,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f5e0000c1mncjrdi719v50hpfi0&ratio=720p&line=0
欢乐拍打操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f470000c0f6psefv45p9ff423fg&ratio=720p&line=0
30分钟经络拍打操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fdb0000c040hnqvjkc5aq3c22mg&ratio=720p&line=0
扭腰减肚子,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200ffd0000bv7larpt4rmmsdfk6dj0&ratio=720p&line=0
暴汗减脂30分钟,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f170000buvnnvs2p0cnffmujbng&ratio=720p&line=0
扭腰减腹,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f6b0000bunqt30gbd6nlp8293h0&ratio=720p&line=0
中老年先慢后快30分钟,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fcb0000c1hekmjl84602lkn91i0&ratio=720p&line=0
小苹果,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f170000bv11vek2p0cnffn52b6g&ratio=720p&line=0
狂狼,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fe70000btm729boblm0jkodoqsg&ratio=720p&line=0
九妹,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fd70000bto626ntchf8ugq0om9g&ratio=720p&line=0
公虾米,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f980000bsc0ukm75ha462p7c4t0&ratio=720p&line=0
朋友这杯酒,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fdc0000c0qdks6rerid486a9ka0&ratio=720p&line=0
愿做佛前一朵莲,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f520000c0qdkrddmjjtbb7v2lfg&ratio=720p&line=0
好运来,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fb80000bvqp85b0imr96sqvn6bg&ratio=720p&line=0
红马鞍,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f430000bt7212q287m1nsj5fqr0&ratio=720p&line=0
江湖酒,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fc90000buofqkvrefoatkcl7b5g&ratio=720p&line=0
简单健身广场舞,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0d00faa0000buqf80t8otd86mpvku4g&ratio=720p&line=0
听心,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f9d0000c08olvgmk6mv5ladsgmg&ratio=720p&line=0
站在草原望北京,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c82i4ijc77uakh5rrjug&ratio=720p&line=0
红尘情歌,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c455oqjc77u7h8habu50&ratio=720p&line=0
耶耶耶耶耶,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f010000burpmq4l11acsh6pv9e0&ratio=720p&line=0
武阿哥三套跳操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f770000btamob9eqtk9503op6o0&ratio=720p&line=0
夜夜夜太长,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f440000c0b6s22qvj8ucjhu8g70&ratio=720p&line=0
简单健身操,https://alimov2.a.kwimgs.com/upic/2022/05/08/06/BMjAyMjA1MDgwNjMyMDhfNjQ0NDczOTE1XzczOTAzNDgzMTYxXzJfMw==_b_Bedf9aef86b6091dc8184067ff6f22a9a.mp4?clientCacheKey=3xsdaq9pfzbuc3a_b.mp4&tt=b&di=75880644&bp=13380
浪漫樱花,https://alimov2.a.kwimgs.com/upic/2022/04/20/23/BMjAyMjA0MjAyMzExMDJfMjM4MDU2OTQ2M183MjUzODQwOTk5OF8wXzM=_b_Bcf1fdf18b8bf88935247d9cb6ae0f185.mp4?clientCacheKey=3x7urdnuagcbwjc_b.mp4&tt=b&di=75880644&bp=10000
太极拳精编七式,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c8jlulbc77uei889l5pg&ratio=720p&line=0
太极拳24式,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0d00fg10000c6msp2jc77uboofv4ktg&ratio=720p&line=0
陈式太极拳26式,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f430000c1f9kan88pqticj6hia0&ratio=720p&line=0

19.📚｜财经,#genre#
第一财经FHD,http://183.207.255.188/live/program/live/dycjhd/4000000/mnf.m3u8
北京财经,http://111.6.126.218:80/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8
深圳财经生活[1280*720][1280*720],http://ye23.win/iptv/sztv.php?id=5
合肥财经[1920*1080][1920*1080],https://hylive.hfbtv.com/lsdream/FRTSshY/1000/live.m3u8
SiTV东方财经,http://migu.jilu8.cn/3221231646/index.m3u8
SiTV东方财经,http://140.207.241.2:8080/live/program/live/dfcj/1300000/mnf.m3u8
上海浦东财经,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
东方财经浦东[982*540][982*540],http://140.207.241.3:8080/live/program/live/dfcj/1300000/d1.m3u8
点掌财经[1280*720][1280*720],https://wsvideo.aniu.tv/live/aniu/playlist.m3u8

20.🎬｜影视,#genre#
超级电影-1,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
超级电影-2,http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
明星大片,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/1.m3u8
明星大片,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/1.m3u8
明星大片,http://39.135.138.59:18890/PLTV/88888910/224/3221225716/index.m3u8
精品电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
周润发,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
成龙,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
张国荣,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
刘德华,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
刘亦菲,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
古天乐,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
葛优作品集,http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
喜劇聯盟,http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
懷舊老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
雲上電影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
殭屍劇場,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
盜墓,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
試膽大會,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
軍旅劇場,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
劇場公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
神探狄仁傑,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
追劇少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
經典賀歲片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
每日薦影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
女神经典,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
黑莓电影,http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8

21.🔃｜NewTV
NewTV东北热剧,http://39.134.65.179/PLTV/88888888/224/3221225679/1.m3u8
NewTV热播精选,http://39.134.65.166/PLTV/88888888/224/3221225521/1.m3u8
NewTV超级电视剧,http://39.134.115.163:8080/PLTV/88888910/224/3221225765/index.m3u8?
NewTV超级电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8?
NewTV超级体育,http://39.135.138.60:18890/PLTV/88888910/224/3221225648/index.m3u8?
NewTV黑莓电竞,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8
NewTV黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8
NewTV黑莓动画,http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8
NewTV农业致富,http://39.134.115.163:8080/PLTV/88888910/224/3221225670/index.m3u8
NewTV炫舞未来,http://39.135.138.60:18890/PLTV/88888910/224/3221225707/index.m3u8?
NewTV武博世界,http://39.135.138.60:18890/PLTV/88888910/224/3221225656/index.m3u8
NewTV健康有约,http://39.135.138.60:18890/PLTV/88888910/224/3221225666/index.m3u8

22.🐕｜酷狗,#genre#
酷狗·影视1,http://117.148.179.163/PLTV/88888888/224/3221231556/index.m3u8
酷狗·影视2,http://117.148.179.163/PLTV/88888888/224/3221231624/index.m3u8
酷狗·影视3,http://117.148.179.163/PLTV/88888888/224/3221231634/index.m3u8
酷狗·影视5,http://117.148.179.163/PLTV/88888888/224/3221231637/index.m3u8
酷狗·影视5,http://117.148.179.163/PLTV/88888888/224/3221231645/index.m3u8
酷狗·影视7,http://117.148.179.163/PLTV/88888888/224/3221231627/index.m3u8
酷狗·影视8,http://117.148.179.163/PLTV/88888888/224/3221231763/index.m3u8
酷狗·影视9,http://117.148.179.163/PLTV/88888888/224/3221231628/index.m3u8
酷狗·电影10,http://117.148.179.163/PLTV/88888888/224/3221231787/index.m3u8
酷狗·电影11,http://117.148.179.163/PLTV/88888888/224/3221231504/index.m3u8
酷狗·电影14,http://117.148.179.163/PLTV/88888888/224/3221231565/index.m3u8
酷狗·电影16,http://117.148.179.163/PLTV/88888888/224/3221231568/index.m3u8
酷狗·电影17,http://117.148.179.163/PLTV/88888888/224/3221231583/index.m3u8
酷狗·电影18,http://117.148.179.163/PLTV/88888888/224/3221231498/index.m3u8
酷狗·电影2,http://117.148.179.163/PLTV/88888888/224/3221231640/index.m3u8
酷狗·电影3,http://117.148.179.163/PLTV/88888888/224/3221231643/index.m3u8
酷狗·电影6,http://117.148.179.163/PLTV/88888888/224/3221231672/index.m3u8
酷狗·电影9,http://117.148.179.163/PLTV/88888888/224/3221231727/index.m3u8
酷狗·影视频道,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8

23.📚｜iHOT,#genre#
iHOT爱院线,http://111.11.123.49:6610/000000001000/6000000006000030630/1.m3u8?Contentid=6000000006000030630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱科幻,http://111.11.123.49:6610/000000001000/6000000006000020630/1.m3u8?Contentid=6000000006000020630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱浪漫,http://111.11.123.49:6610/000000001000/6000000006000040630/1.m3u8?Contentid=6000000006000040630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱喜剧,http://111.11.123.49:6610/000000001000/6000000006000010630/1.m3u8?Contentid=6000000006000010630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱悬疑,http://111.11.123.49:6610/000000001000/6000000006000050630/1.m3u8?Contentid=6000000006000050630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱经典,http://111.11.123.49:6610/000000001000/6000000006000060630/1.m3u8?Contentid=6000000006000060630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱江湖,http://111.11.123.49:6610/000000001000/6000000006000110630/1.m3u8?Contentid=6000000006000110630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱赛车,http://111.11.123.49:6610/000000001000/6000000006000240630/1.m3u8?Contentid=6000000006000240630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱体育,http://111.11.123.49:6610/000000001000/6000000006000290630/1.m3u8?Contentid=6000000006000290630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱探索,http://111.11.123.49:6610/000000001000/6000000006000300630/1.m3u8?Contentid=6000000006000300630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱奇谈,http://111.11.123.49:6610/000000001000/6000000006000270630/1.m3u8?Contentid=6000000006000270630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱玩具,http://111.11.123.49:6610/000000001000/6000000006000220630/1.m3u8?Contentid=6000000006000220630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱世界,http://111.11.123.49:6610/000000001000/6000000006000210630/1.m3u8?Contentid=6000000006000210630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱怀旧,http://111.11.123.49:6610/000000001000/6000000006000260630/1.m3u8?Contentid=6000000006000260630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱旅行,http://111.11.123.49:6610/000000001000/6000000006000250630/1.m3u8?Contentid=6000000006000250630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱极限,http://111.11.123.49:6610/000000001000/6000000006000170630/1.m3u8?Contentid=6000000006000170630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱幼教,http://111.11.123.49:6610/000000001000/6000000006000180630/1.m3u8?Contentid=6000000006000180630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱解密,http://111.11.123.49:6610/000000001000/6000000006000200630/1.m3u8?Contentid=6000000006000200630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱谍战,http://111.11.123.49:6610/000000001000/6000000006000070630/1.m3u8?Contentid=6000000006000070630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱历史,http://111.11.123.49:6610/000000001000/6000000006000150630/1.m3u8?Contentid=6000000006000150630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱猎奇,http://111.11.123.49:6610/000000001000/6000000006000190630/1.m3u8?Contentid=6000000006000190630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱都市,http://111.11.123.49:6610/000000001000/6000000006000080630/1.m3u8?Contentid=6000000006000080630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱科学,http://111.11.123.49:6610/000000001000/6000000006000160630/1.m3u8?Contentid=6000000006000160630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱美食,http://111.11.123.49:6610/000000001000/6000000006000120630/1.m3u8?Contentid=6000000006000120630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱时尚,http://111.11.123.49:6610/000000001000/6000000006000140630/1.m3u8?Contentid=6000000006000140630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱青春,http://111.11.123.49:6610/000000001000/6000000006000100630/1.m3u8?Contentid=6000000006000100630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱家庭,http://111.11.123.49:6610/000000001000/6000000006000090630/1.m3u8?Contentid=6000000006000090630&livemode=1&stbId=3&channel-id=wasusyt
iHOT爱动漫,http://111.11.123.49:6610/000000001000/6000000006000280630/1.m3u8?Contentid=6000000006000280630&livemode=1&stbId=3&channel-id=wasusyt

24.🎞️｜SiTV,#genre#
SiTV七彩戏剧,http://140.207.241.2:8080/live/program/live/qcxj/1300000/mnf.m3u8
SiTV法治天地,http://migu.jilu8.cn/3221231597/index.m3u8
SiTV法治天地,http://140.207.241.2:8080/live/program/live/fztd/1300000/mnf.m3u8
SiTV全纪实,http://140.207.241.2:8080/live/program/live/qjshd/4000000/mnf.m3u8
SiTV动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
SiTV极速汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
SiTV生活时尚,http://140.207.241.2:8080/live/program/live/shsshd/4000000/mnf.m3u8
SiTV都市剧场,http://140.207.241.2:8080/live/program/live/dsjchd/4000000/mnf.m3u8
SiTV劲爆体育,http://140.207.241.2:8080/live/program/live/jbtyhd/4000000/mnf.m3u8
SiTV魅力足球,http://140.207.241.2:8080/live/program/live/mlyyhd/4000000/mnf.m3u8
SiTV幸福彩,http://140.207.241.2:8080/live/program/live/xfchd/4000000/mnf.m3u8
SiTV新视觉,http://140.207.241.2:8080/live/program/live/xsjhd/4000000/mnf.m3u8

百视通宝藏纪录片,http://bp-caster.bestv.com.cn/515/1/video.m3u8
百视通极限挑战,http://bp-caster.bestv.com.cn/511/1/video.m3u8
百视通音乐厅,http://bp-caster.bestv.com.cn/469/1/video.m3u8

25.🌸｜埋堆堆,#genre#
埋堆堆1,http://txtest-xp2p.p2p.huya.com/src/1199561277675-1199561277675-5434860597135015936-2399122678806-10057-A-0-1.xs
埋堆堆2,http://txtest-xp2p.p2p.huya.com/src/1199563477578-1199563477578-5444309108574388224-2399127078612-10057-A-0-1.xs
埋堆堆3,http://txtest-xp2p.p2p.huya.com/src/1199561226091-1199561226091-5434639045542019072-2399122575638-10057-A-0-1.xs
埋堆堆4,http://txtest-xp2p.p2p.huya.com/src/1199563478941-1199563478941-5444314962614812672-2399127081338-10057-A-0-1.xs
埋堆堆7,http://txtest-xp2p.p2p.huya.com/src/1199561181108-1199561181108-5434445845028143104-2399122485672-10057-A-0-1.xs
埋堆堆10,http://txtest-xp2p.p2p.huya.com/src/1199563479466-1199563479466-5444317217472643072-2399127082388-10057-A-0-1.xs
埋堆堆11,http://txtest-xp2p.p2p.huya.com/src/1199561179151-1199561179151-5434437439777144832-2399122481758-10057-A-0-1.xs
埋堆堆12,http://txtest-xp2p.p2p.huya.com/src/1199561223711-1199561223711-5434628823519854592-2399122570878-10057-A-0-1.xs
埋堆堆16,http://txtest-xp2p.p2p.huya.com/src/1199564003640-1199564003640-5446568527660056576-2399128130736-10057-A-0-1.xs
埋堆堆21,http://txtest-xp2p.p2p.huya.com/src/1199564062365-1199564062365-5446820749614514176-2399128248186-10057-A-0-1.xs
埋堆堆23,http://txtest-xp2p.p2p.huya.com/src/1199563493375-1199563493375-5444376956172763136-2399127110206-10057-A-0-1.xs
埋堆堆24,http://txtest-xp2p.p2p.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.xs
埋堆堆25,http://txtest-xp2p.p2p.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.xs
埋堆堆26,http://txtest-xp2p.p2p.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.xs
埋堆堆27,http://txtest-xp2p.p2p.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.xs
埋堆堆28,http://txtest-xp2p.p2p.huya.com/src/1199561462555-1199561462555-5435654650688700416-2399123048566-10057-A-0-1.xs
埋堆堆29,http://txtest-xp2p.p2p.huya.com/src/1199563479615-1199563479615-5444317857422770176-2399127082686-10057-A-0-1.xs
埋堆堆30,http://txtest-xp2p.p2p.huya.com/src/1199561277686-1199561277686-5434860644379656192-2399122678828-10057-A-0-1.xs
埋堆堆31,http://txtest-xp2p.p2p.huya.com/src/1199561391895-1199561391895-5435351168299565056-2399122907246-10057-A-0-1.xs
埋堆堆32,http://txtest-xp2p.p2p.huya.com/src/1199563491137-1199563491137-5444367344035954688-2399127105730-10057-A-0-1.xs
埋堆堆41,http://txtest-xp2p.p2p.huya.com/src/1199561240999-1199561240999-5434703074914467840-2399122605454-10057-A-0-1.xs
